title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate,contentID,classification,word_count,word_avg,word_hard,length,Difficulty_Level
보송보송 얼음산이 생기려면 얼음을 끼우고 어떻게 하나요?,"얼음을 끼운 다음, 빙글빙글 돌려요. “우아, 보송보송 얼음 산이다!” 빙글빙글 돌리면, 보송보송 얼음 산이 쑥쑥! 빙글빙글 더 돌리면, 보송보송 얼음 산이 쑤욱 쑤욱! ",빙글빙글 돌려요.,빙글빙글 돌리면 보송보송 얼음 산이 생기기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['얼음을 녹여요.', '손으로 만져요.', '빙글빙글 돌려요.', '하늘을 봐요.']}",2024-09-23T14:33:42.628692,2024-09-23T14:33:42.628692,9791165952082_4638,예술경험,23.0,1.25,2.0,95.0,1
"얼음을 끼운 다음, 빙글빙글 돌리면 무엇이 만들어 지나요?","얼음을 끼운 다음, 빙글빙글 돌려요. “우아, 보송보송 얼음 산이다!” 빙글빙글 돌리면, 보송보송 얼음 산이 쑥쑥! 빙글빙글 더 돌리면, 보송보송 얼음 산이 쑤욱 쑤욱! ",얼음 산,지문에서 '보송보송 얼음 산'이 만들어진다고 설명하고 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['얼음 성', '눈사람', '얼음 산', '얼음 조각']}",2024-09-23T14:33:42.628692,2024-09-23T14:33:42.628692,9791165952082_4638,예술경험,23.0,1.25,2.0,95.0,1
하나는 무엇이 무너지려고 해서 큰일이라고 했을까요?,"“바나나 썰매, 정말 재밌다!” 한 번, 두 번, 세 번. 주르르! 주르르! 흔들흔들 출렁출렁! “어? 큰일이야! 얼음 산이 무너지려고 해.” 바로 그때. “하나야, 빙수 다 만들었니?” “네! 할머니, 제가 만든 빙수 예쁘죠? 우리 함께 먹어요.” ",얼음 산,하나가 말한 큰일은 얼음 산이 무너질 것이라는 상황을 의미합니다.,QT01,PL01,PT02,PT0211,"{'options': ['눈사람', '바나나', '얼음 산', '빙수']}",2024-09-23T14:33:42.628692,2024-09-23T14:33:42.628692,9791165952082_4648,예술경험,35.0,2.2222222222222223,5.0,140.0,1
하나는 무엇이 정말 재미있다고 했나요?,"“바나나 썰매, 정말 재밌다!” 한 번, 두 번, 세 번. 주르르! 주르르! 흔들흔들 출렁출렁! “어? 큰일이야! 얼음 산이 무너지려고 해.” 바로 그때. “하나야, 빙수 다 만들었니?” “네! 할머니, 제가 만든 빙수 예쁘죠? 우리 함께 먹어요.” ",바나나 썰매,하나는 바나나 썰매가 정말 재밌다고 말했습니다.,QT01,PL01,PT02,PT0211,"{'options': ['빙수 만들기', '얼음 산', '바나나 썰매', '눈싸움']}",2024-09-23T14:33:42.628692,2024-09-23T14:33:42.628692,9791165952082_4648,예술경험,35.0,2.2222222222222223,5.0,140.0,1
하나는 어디에 가고 싶다고 했나요?,"“하나야, 할머니 집에 아주 멋진 게 있대.” “정말요? 할머니 집에 갈래요.” “할머니, 할머니, 이게 뭐예요?” “그걸로 빙수를 만들 수 있단다.” ",할머니 집,하나는 할머니 집에 멋진 것이 있다고 하여 그 곳에 가고 싶다고 했습니다.,QT01,PL01,PT02,PT0211,"{'options': ['학교', '공원', '할머니 집', '친구 집']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4637,예술경험,20.0,2.5,5.0,85.0,1
하나는 누구의 집에 가고 싶다고 했나요?,"“하나야, 할머니 집에 아주 멋진 게 있대.” “정말요? 할머니 집에 갈래요.” “할머니, 할머니, 이게 뭐예요?” “그걸로 빙수를 만들 수 있단다.” ",할머니,하나는 할머니 집에 가고 싶다고 말했기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['아빠', '엄마', '할머니', '친구']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4637,예술경험,20.0,2.5,5.0,85.0,1
북극곰과 펭귄은 무엇을 타고 싶다고 했나요?,"아하! 바나나 썰매를 타자. “우리도 썰매 타고 싶어.” “어? 북극곰과 펭귄이네. 좋아, 너희도 타.” ",바나나 썰매,북극곰과 펭귄은 '바나나 썰매를 타고 싶어'라고 말하였기 때문에 정답은 바나나 썰매입니다.,QT01,PL01,PT02,PT0211,"{'options': ['자동차', '배', '바나나 썰매', '자전거']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4642,예술경험,14.0,1.0,1.0,59.0,1
토토가 지치지도 않고 하는 것은 무엇인가요?,"내 이름은 토토야. 다른 토끼들이랑 생김새는 똑같지만, 난 아주아주 특별한 재주가 있어. 폴짝폴짝 뛰어다니는 재주냐고? 하긴 늘 폴짝폴짝 뛰어다니며 나비랑 놀지. 지치지도 않고 말이야.",폴짝폴짝 뛰어다니며 나비랑 놀지.,지문에서 토토가 나비랑 놀며 폴짝폴짝 뛰어다닌다고 하였기 때문에 3번이 정답입니다.,QT01,PL01,PT02,PT0211,"{'options': ['나비를 잡는다.', '폴짝폴짝 뛰어다닌다.', '폴짝폴짝 뛰어다니며 나비랑 놀지.', '잠을 잔다.']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952105_5539,예술경험,24.0,4.0,6.0,103.0,1
미끄럼을 타고 어디가 차가워졌나요?,"“하나야, 나처럼 미끄럼 타라옹. 야옹! 정말 재밌다냥.” “응, 나도 미끄럼 탈래."" 엉덩이가 너무 차가워. ",엉덩이,지문에서 '엉덩이가 너무 차가워'라고 언급되어 있기 때문에 엉덩이가 차가워진 것입니다.,QT01,PL01,PT02,PT0211,"{'options': ['손', '발', '엉덩이', '머리']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4641,예술경험,14.0,2.0,2.0,62.0,1
하나는 누구에게 얼음 산에 같이 가자고 했나요?,"“야옹! 하나야, 뭐 하냥?” “아, 까망이구나! 보송보송 얼음 산에 올라가고 있어. 너도 갈래?” “까망아, 얼음 한번 먹어 봐. 어때?” ",까망이,하나가 얼음 산에 가자고 한 친구는 까망이입니다.,QT01,PL01,PT02,PT0211,"{'options': ['토끼', '강아지', '까망이', '고양이']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4639,예술경험,19.0,1.6666666666666667,3.0,79.0,1
책들은 어디에 있나요?,"“책장에 있는 책들을 읽어 줄게. 공주랑 왕자, 마법사랑 마녀가 나오는 이야기들 말이야.” “좋아.” “그럼 안경 좀 빌려줄래?”",책장,지문에서 책장이 언급되었기 때문에 책들은 책장에 있습니다.,QT01,PL01,PT02,PT0211,"{'options': ['바닥', '탁자', '책장', '침대']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4970,예술경험,17.0,2.0,3.0,72.0,1
책장에 있는 무엇을 읽어 준다고 했을까요?,"“책장에 있는 책들을 읽어 줄게. 공주랑 왕자, 마법사랑 마녀가 나오는 이야기들 말이야.” “좋아.” “그럼 안경 좀 빌려줄래?”",책,지문에서 '책장에 있는 책들을 읽어 줄게'라고 하였기 때문에 정답은 '책'입니다.,QT01,PL01,PT02,PT0211,"{'options': ['공주', '왕자', '책', '마법사']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4970,예술경험,17.0,2.0,3.0,72.0,1
릴라는 하루 내내 무슨 행동을 하나요?,"귀여운 생쥐, 릴라예요. 책을 좋아해서 책장에 살지요. 릴라는 하루 내내 책만 읽어요.",책만 읽어요.,릴라는 책을 좋아해서 하루 내내 책만 읽는다고 했기 때문이에요.,QT01,PL01,PT02,PT0211,"{'options': ['음악을 들어요.', '음식을 먹어요.', '책만 읽어요.', '친구들과 놀아요.']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4965,예술경험,12.0,1.0,1.0,48.0,1
책을 좋아하는 릴라는 어디에 살고 있나요?,"귀여운 생쥐, 릴라예요. 책을 좋아해서 책장에 살지요. 릴라는 하루 내내 책만 읽어요.",책장,릴라는 책을 좋아해서 책장에 살고 있다고 했기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['풀밭', '나무 위', '책장', '물속']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4965,예술경험,12.0,1.0,1.0,48.0,1
귀여운 생쥐의 이름은 무엇인가요?,"귀여운 생쥐, 릴라예요. 책을 좋아해서 책장에 살지요. 릴라는 하루 내내 책만 읽어요.",릴라,지문에서 귀여운 생쥐의 이름이 릴라라고 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['마이', '릴라', '치치', '푸푸']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4965,예술경험,12.0,1.0,1.0,48.0,1
왜 릴라는 책장에 살고 있나요?,"귀여운 생쥐, 릴라예요. 책을 좋아해서 책장에 살지요. 릴라는 하루 내내 책만 읽어요.",책을 좋아해서.,릴라는 책을 좋아하기 때문에 책장에 살고 있습니다.,QT01,PL01,PT02,PT0211,"{'options': ['릴라는 좋아하는 음식을 찾기 위해서.', '릴라는 친구들과 놀기 위해서.', '책을 좋아해서.', '릴라는 밖에서 뛰어놀기 위해서.']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4965,예술경험,12.0,1.0,1.0,48.0,1
게으른 고양이 토미는 하루 내내 무엇을 할까요?,"게으른 고양이, 토미예요. 눈이 나빠서 안경을 쓰지요. 토미는 하루 내내 잠만 자요.",잠만 자요.,토미는 게으르기 때문에 하루 내내 잠만 자요.,QT01,PL01,PT02,PT0211,"{'options': ['먹기', '놀기', '잠만 자요.', '산책하기']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952075_4964,예술경험,12.0,1.0,1.0,47.0,1
하나는 까망이에게 무엇을 꾸미자고 했나요?,“야옹! 차갑다냥!” 까망이가 부르르! “진짜진짜 차갑지?” 하나도 부르르! “우리 얼음 산을 예쁘게 꾸미자.” 말랑말랑 젤리를 톡톡! 알록달록 과일을 톡톡! ,얼음 산,하나는 '우리 얼음 산을 예쁘게 꾸미자'고 말했기 때문에 정답은 얼음 산입니다.,QT01,PL01,PT02,PT0211,"{'options': ['젤리', '과일', '얼음 산', '장난감']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952082_4640,예술경험,19.0,1.0,1.0,89.0,1
한숨을 쉬며 주저앉은 공룡은 누구인가요?,"스테고는 한숨을 푹 쉬며 털썩 주저앉았어요. 그때, 시조새 한 마리가 퍼드덕 날아왔어요. “스테고야, 무슨 일이야?”",스테고,지문에서 스테고가 한숨을 쉬며 주저앉았다고 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['티라노사우루스', '브라키오사우루스', '스테고', '트리케라톱스']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32725,신체운동_건강,15.0,3.0,4.0,65.0,1
쿨쿨 잘 때에는 솔방울이 어디에 떨어져도 모른다고 했나요?,쿨쿨 잘 자는 재주냐고? 하긴 배가 부르면 어디서든 쿨쿨 잘 자지. 솔방울이 코에 떨어져도 모른다니까.,코,지문에서 솔방울이 코에 떨어져도 모른다고 말했기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['귀', '입', '코', '눈']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952105_5542,예술경험,15.0,1.5,2.0,57.0,1
토끼가 당근 열 개쯤은 눈 깜짝할 새 갉아 먹어도 멀쩡한 것은 무엇인가요?,오독오독 잘 갉아 먹는 재주냐고? 하긴 당근 열 개쯤은 눈 깜짝할 새 갉아 먹지. 그래도 내 이빨은 멀쩡해.,이빨,토끼는 당근을 많이 먹고도 이빨이 멀쩡하다는 이야기를 했기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['귀', '발', '이빨', '눈']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9791165952105_5541,예술경험,18.0,1.3333333333333333,2.0,60.0,1
공룡들이 스테고에 다가오자 스테고는 어떤 모습을 보였나요?,"공룡들이 스테고에게 달려와 말했어요. “스테고야, 정말 고마워!” “네 골판과 골침 덕분에 모두 살았어.” 스테고는 기분이 좋아서 꼬리를 흔들었어요. 작은 공룡들이 다치지 않게 살짝만요.",꼬리를 흔들었어요.,스테고는 기분이 좋아서 꼬리를 흔들었기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['걱정스러운 얼굴을 했다.', '슬픈 목소리로 말했다.', '꼬리를 흔들었어요.', '소리를 질렀어요.']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32733,신체운동_건강,23.0,1.5,2.0,104.0,1
공룡들은 누구에게 달려와 이야기했나요?,"공룡들이 스테고에게 달려와 말했어요. “스테고야, 정말 고마워!” “네 골판과 골침 덕분에 모두 살았어.” 스테고는 기분이 좋아서 꼬리를 흔들었어요. 작은 공룡들이 다치지 않게 살짝만요.",스테고,지문에서 공룡들이 스테고에게 달려와 이야기했다고 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['트리케라톱스', '티라노사우루스', '스테고', '벨로시랩터']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32733,신체운동_건강,23.0,1.5,2.0,104.0,1
뾰족한 꼬리 골침이 있는 공룡은 누구인가요?,"“나도 술래잡기할래!” “스테고야, 미안해! 네 뾰족한 꼬리 골침에 우리가 다칠 수 있어.”",스테고,지문에서 스테고야라는 이름을 언급하며 뾰족한 꼬리 골침에 대해 이야기하고 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['트리케라톱스', '티라노사우루스', '스테고', '벨로시랩터']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32720,신체운동_건강,12.0,2.0,3.0,51.0,1
공룡들은 모두 어디로 달아났나요?,스테고도 힘껏 달리기 시작했어요. 다른 공룡들은 모두 수풀 너머로 후다닥 달아났어요. 하지만 스테고는 몸이 무거워서 멀리 달아나지 못했지요.,수풀,지문에서 공룡들이 수풀 너머로 달아났다고 나와 있기 때문에 정답은 수풀입니다.,QT01,PL01,PT02,PT0211,"{'options': ['산', '바다', '수풀', '하늘']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32729,신체운동_건강,18.0,1.6666666666666667,3.0,78.0,1
공룡들과 함께 달린 공룡은 무엇인가요?,스테고도 힘껏 달리기 시작했어요. 다른 공룡들은 모두 수풀 너머로 후다닥 달아났어요. 하지만 스테고는 몸이 무거워서 멀리 달아나지 못했지요.,스테고,지문에서 스테고가 힘껏 달리기 시작했다고 언급되었기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['티라노사우루스', '벨로시랩터', '스테고', '트리케라톱스']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32729,신체운동_건강,18.0,1.6666666666666667,3.0,78.0,1
공룡들은 어디로 달려오고 있었나요?,갑자기 숲이 소란스러워지며 공룡들이 우르르 달려왔어요. “빨리 달아나야 해! 알로사우루스가 오고 있어!”,숲,지문에서 공룡들이 달려온 장소는 '숲'이라고 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['바다', '사막', '숲', '산']}",2024-09-23T14:33:42.629692,2024-09-23T14:33:42.629692,9788963835938_32728,신체운동_건강,12.0,3.0,3.0,58.0,1
숲이 소란스러워지며 다가오는 공룡은 무엇인가요?,갑자기 숲이 소란스러워지며 공룡들이 우르르 달려왔어요. “빨리 달아나야 해! 알로사우루스가 오고 있어!”,알로사우루스,지문에 '알로사우루스가 오고 있어!' 라고 나와 있기 때문에 정답은 알로사우루스입니다.,QT01,PL01,PT02,PT0211,"{'options': ['티라노사우루스', '브라키오사우루스', '알로사우루스', '스테고사우루스']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788963835938_32728,신체운동_건강,12.0,3.0,3.0,58.0,1
화가 난 스테고는 알로사우루스에게 어떤 모습으로 다가가서 이야기했나요?,"스테고는 골판을 빳빳이 세우고, 골침이 달린 꼬리를 높이 쳐들었어요. “저리 가! 내 골침에 찔리고 싶지 않으면!” 스테고는 꼬리를 휙휙 휘두르며 알로사우루스에게 다가갔어요. 알로사우루스는 깜짝 놀라며 슬금슬금 뒷걸음을 치더니 결국 후다닥 달아났어요.","골판을 빳빳이 세우고, 골침이 달린 꼬리를 높이 쳐들었어요.",스테고는 골판을 빳빳이 세우고 골침이 달린 꼬리를 높이 쳐들며 알로사우루스에게 다가갔기 때문에 정답은 3번입니다.,QT01,PL01,PT02,PT0211,"{'options': ['골판을 눕히고, 꼬리를 낮추었어요.', '골판을 세우지 않고, 꼬리를 감추었어요.', '골판을 빳빳이 세우고, 골침이 달린 꼬리를 높이 쳐들었어요.', '골판을 세우고, 꼬리를 원래대로 돌렸어요.']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788963835938_32732,신체운동_건강,31.0,3.0,3.0,140.0,1
누가 토토와 다정한 친구가 되었나요?,"우리는 다정한 친구가 되어 언제나 함께했지. “토토야, 너랑 함께 뛰어다니니 더 재미있어.” “미미야, 너랑 함께 먹으니 더 맛있어.”",미미,미미가 '너랑 함께 먹으니 더 맛있어'라고 말했기 때문에 미미가 토토의 다정한 친구입니다.,QT01,PL01,PT02,PT0211,"{'options': ['철수', '영희', '미미', '하나']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5545,예술경험,18.0,2.2,3.0,75.0,1
골판을 빳빳이 세우고 골침이 달린 꼬리를 높이 쳐든 공룡은 누구인가요?,"스테고는 골판을 빳빳이 세우고, 골침이 달린 꼬리를 높이 쳐들었어요. “저리 가! 내 골침에 찔리고 싶지 않으면!” 스테고는 꼬리를 휙휙 휘두르며 알로사우루스에게 다가갔어요. 알로사우루스는 깜짝 놀라며 슬금슬금 뒷걸음을 치더니 결국 후다닥 달아났어요.",스테고,"스테고는 골판과 골침이 있는 독특한 형태의 공룡으로, 지문에서 스테고에 대해 소개하고 있기 때문에 정답입니다.",QT01,PL01,PT02,PT0211,"{'options': ['트리케라톱스', '브라키오사우루스', '스테고', '티라노사우루스']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788963835938_32732,신체운동_건강,31.0,3.0,3.0,140.0,1
냄새를 잘 맡는 특별한 재주를 가지고 있는 것은 누구인가요?,"나의 아주아주 특별한 재주는 말이야. 폴짝폴짝 뛰어다니는 것도, 오독오독 갉아 먹는 것도, 쿨쿨 잘 자는 것도 아니야. 바로. 냄새를 아주아주 잘 맡는다는 거야. 난 멀리서 나는 냄새를 맡고 누구의 냄새인지, 무슨 냄새인지 금방 알아차릴 수 있어. “킁킁, 킁킁! 어? 이 냄새는 처음인걸?”",나,지문에서 '나는 냄새를 아주아주 잘 맡는다'고 하였기 때문에 답은 나입니다.,QT01,PL01,PT02,PT0211,"{'options': ['고양이', '강아지', '나', '새']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5543,예술경험,42.0,2.333333333333333,6.0,163.0,1
저녁에 함께 한 것은 무엇인가요?,"저녁이 되면 우리는 해가 지는 모습을 바라보았어. “너랑 함께여서 무척 행복해.” 몇 년이 흐른 어느 날, 아기 토끼가 물었어.",해가 지는 모습을 바라보았어.,저녁에 함께 해가 지는 모습을 바라보았다고 하였기 때문에 정답은 3번입니다.,QT01,PL01,PT02,PT0211,"{'options': ['우리가 북극곰을 보았다.', '우리가 꽃을 심었다.', '해가 지는 모습을 바라보았어.', '우리가 공을 롤리팝으로 만들었다.']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5547,예술경험,19.0,2.333333333333333,3.0,71.0,1
해가 지는 모습을 바라본 건 언제인가요?,"저녁이 되면 우리는 해가 지는 모습을 바라보았어. “너랑 함께여서 무척 행복해.” 몇 년이 흐른 어느 날, 아기 토끼가 물었어.",저녁,지문에 따르면 해가 지는 모습을 바라본 시간은 저녁이라고 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['아침', '점심', '저녁', '밤']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5547,예술경험,19.0,2.333333333333333,3.0,71.0,1
저녁이 되면 무엇이 지는 모습을 바라보았나요?,"저녁이 되면 우리는 해가 지는 모습을 바라보았어. “너랑 함께여서 무척 행복해.” 몇 년이 흐른 어느 날, 아기 토끼가 물었어.",해,지문에서 저녁이 되면 우리는 해가 지는 모습을 바라본다고 했기 때문에 해가 정답입니다.,QT01,PL01,PT02,PT0211,"{'options': ['별', '달', '해', '구름']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5547,예술경험,19.0,2.333333333333333,3.0,71.0,1
우리가 만난 건 누구의 특별한 코 덕분이라고 했나요?,“엄마랑 아빠는 어떻게 만났어요?” 난 빙긋 웃으며 말했어. “특별한 냄새를 쫓아갔지. 그리고 네 엄마를 만났단다.” 미미도 씽긋 웃으며 말했어. “우리가 만난 건 아빠의 특별한 코 덕분이란다.”,아빠,지문에서 아빠의 특별한 코 덕분에 만났다고 언급했기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['엄마', '미미', '아빠', '이모']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5546,예술경험,26.0,3.333333333333333,6.0,109.0,1
토토가 누구에게 인사를 하며 말을 걸었나요?,"난 냄새를 따라 재빠르게 뛰었어. 수풀도 깡충, 웅덩이도 깡충, 통나무도 깡충! “어, 저기다!” 난 한 토끼에게 다가가 말을 걸었어. “안녕? 난 토토야.” “안녕? 난 미미야.”",미미,토토는 지문에서 '안녕? 난 미미야.'라고 한 미미에게 인사를 하며 말을 걸었기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['토끼', '개', '미미', '사자']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5544,예술경험,25.0,5.6,6.0,101.0,1
냄새를 따라 토토는 어떤 행동을 했나요?,"난 냄새를 따라 재빠르게 뛰었어. 수풀도 깡충, 웅덩이도 깡충, 통나무도 깡충! “어, 저기다!” 난 한 토끼에게 다가가 말을 걸었어. “안녕? 난 토토야.” “안녕? 난 미미야.”",재빠르게 뛰었어.,토토는 냄새를 따라 재빠르게 뛰었다고 한 문장이 지문에 나와 있기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['걷기만 했어.', '천천히 뛰었어.', '재빠르게 뛰었어.', '가만히 있었어.']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5544,예술경험,25.0,5.6,6.0,101.0,1
냄새를 따라 재빠르게 뛰어 어디를 갔나요?,"난 냄새를 따라 재빠르게 뛰었어. 수풀도 깡충, 웅덩이도 깡충, 통나무도 깡충! “어, 저기다!” 난 한 토끼에게 다가가 말을 걸었어. “안녕? 난 토토야.” “안녕? 난 미미야.”",수풀과 웅덩이와 통나무,"지문에 나오는 내용에 따르면, 주인공은 냄새를 따라 수풀, 웅덩이, 통나무를 지나갔기 때문에 정답은 '수풀과 웅덩이와 통나무'입니다.",QT01,PL01,PT02,PT0211,"{'options': ['학교', '도서관', '수풀과 웅덩이와 통나무', '마당']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5544,예술경험,25.0,5.6,6.0,101.0,1
내가 잘하는 특별한 재주는 무엇인가요?,"나의 아주아주 특별한 재주는 말이야. 폴짝폴짝 뛰어다니는 것도, 오독오독 갉아 먹는 것도, 쿨쿨 잘 자는 것도 아니야. 바로. 냄새를 아주아주 잘 맡는다는 거야. 난 멀리서 나는 냄새를 맡고 누구의 냄새인지, 무슨 냄새인지 금방 알아차릴 수 있어. “킁킁, 킁킁! 어? 이 냄새는 처음인걸?”",냄새를 아주아주 잘 맡는 것,지문에서 말하는 특별한 재주는 냄새를 아주아주 잘 맡는 것이라고 하였기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['폴짝폴짝 뛰어다니는 것', '오독오독 갉아 먹는 것', '냄새를 아주아주 잘 맡는 것', '쿨쿨 잘 자는 것']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9791165952105_5543,예술경험,42.0,2.333333333333333,6.0,163.0,1
앨리가 만든 눈사람을 망가뜨린 건 누구인가요?,그러자 앨리가 울기 시작했어요. “하지 마! 내 눈사람이 다 망가졌잖아!” 하지만 루이는 부끄러워서 사과도 못하고 그냥 집으로 돌아갔어요.,루이,루이가 앨리의 눈사람을 망가뜨렸기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['앨리', '친구', '루이', '엄마']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788968730726_42552,신체운동_건강,18.0,1.5,2.0,77.0,1
원피스를 꺼낸 건 누구인가요?,"“야니야, 오늘은 이 원피스 입는 게 어떻겠니?” 엄마가 원피스를 꺼내며 말했어요. 오늘은 할머니 댁에 가는 날이거든요.",엄마,지문에서 엄마가 원피스를 꺼냈다고 말했기 때문에 엄마가 정답입니다.,QT01,PL01,PT02,PT0211,"{'options': ['아빠', '야니', '엄마', '할머니']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788968730757_42596,신체운동_건강,16.0,1.6666666666666667,3.0,67.0,1
수영할 때 입는 옷은 무엇인가요?,"그러자 엄마가 다가와 말했어요. “야니야. 수영할 때는 수영복을 입지? 잠을 잘 때는 잠옷을 입고, 운동할 때는 운동복을 입는 거란다. 때에 맞게 입어야 멋쟁이지.”",수영복,수영할 때는 물속에서 수영하기 위해서 수영복을 입어야 하기 때문입니다.,QT01,PL01,PT02,PT0211,"{'options': ['잠옷', '운동복', '수영복', '티셔츠']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788968730757_42599,신체운동_건강,23.0,2.0,2.0,92.0,1
누구에게 다리를 꽉 잡아 달라고 말했나요?,"그때, 양이 다가왔어. “양아, 내 다리 좀 꽉 잡아 줄래?” “그래, 좋아.” 셋이 같이 끼잉 낑.",양,"지문에서 '양이 다가왔어.'라고 했기 때문에, '양'에게 다리를 꽉 잡아 달라고 말했습니다.",QT01,PL01,PT02,PT0211,"{'options': ['소', '코끼리', '양', '토끼']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788993828283_16484,신체운동_건강,16.0,1.6666666666666667,3.0,56.0,1
맛있게 먹은 것은 무엇인가요?,"다섯이 같이 영치기 영차. “우아, 수박 잡았다!” “커다란 수박 정말 맛있어!”",수박,"지문에서 다섯이 함께 영치기 영차하며 수박을 잡았고, 커다란 수박이 정말 맛있다고 말하고 있습니다.",QT01,PL01,PT02,PT0211,"{'options': ['사과', '바나나', '수박', '포도']}",2024-09-23T14:33:42.630692,2024-09-23T14:33:42.630692,9788993828283_16487,신체운동_건강,11.0,1.25,2.0,45.0,1
누구에게 뿔을 잡아 달라고 말했나요?,"그때, 고양이가 다가왔어. “고양이야, 내 뿔 좀 꽉 잡아 줄래?” “그래, 좋아.”",고양이,고양이에게 뿔을 잡아 달라고 말했기 때문에 정답은 고양이입니다.,QT01,PL01,PT02,PT0211,"{'options': ['개', '새', '고양이', '토끼']}",2024-09-23T14:33:42.631689,2024-09-23T14:33:42.631689,9788993828283_16486,신체운동_건강,12.0,3.0,3.0,47.0,1
윗옷을 벗다가 어디에 걸리고 말았나요?,"바지 벗기도 정말 쉬워. 훌러덩. 윗옷 벗기도 아주 쉬워. 어? 그런데, 머리에 걸렸네. 도와주세요.",머리,윗옷을 벗다가 '머리에 걸렸네'라는 내용이 지문에 나와 있어 머리가 정답입니다.,QT01,PL01,PT02,PT0211,"{'options': ['팔', '몸', '머리', '다리']}",2024-09-23T14:33:42.631689,2024-09-23T14:33:42.631689,9788993828146_16757,신체운동_건강,14.0,2.6666666666666665,5.0,56.0,1
